CAMPUS,"14 ACT: Two or more races Students, ACT Average","15 ACT: Two or more races Students, ACT Average","14 ACT: Two or more races Students, ACT Science Average","15 ACT: Two or more races Students, ACT Science Average","14 ACT: Two or more races Students, ACT ELA Average","15 ACT: Two or more races Students, ACT ELA Average","14 ACT: Two or more races Students, ACT Math Average","15 ACT: Two or more races Students, ACT Math Average","14 SAT/ACT: Two or more races Students, % Above Criterion","15 SAT/ACT: Two or more races Students, % Above Criterion","14 SAT: Two or more races Students, SAT Average","15 SAT: Two or more races Students, SAT Average","14 SAT: Two or more races Students, SAT ELA Average","15 SAT: Two or more races Students, SAT ELA Average","14 SAT: Two or more races Students, SAT Math Average","15 SAT: Two or more races Students, SAT Math Average","14 SAT/ACT: Two or more races Students, % Test-Taking","15 SAT/ACT: Two or more races Students, % Test-Taking","14 ACT: Asian Students, ACT Average","15 ACT: Asian Students, ACT Average","14 ACT: Asian Students, ACT Science Average","15 ACT: Asian Students, ACT Science Average","14 ACT: Asian Students, ACT ELA Average","15 ACT: Asian Students, ACT ELA Average","14 ACT: Asian Students, ACT Math Average","15 ACT: Asian Students, ACT Math Average","14 SAT/ACT: Asian Students, % Above Criterion","15 SAT/ACT: Asian Students, % Above Criterion","14 SAT: Asian Students, SAT Average","15 SAT: Asian Students, SAT Average","14 SAT: Asian Students, SAT ELA Average","15 SAT: Asian Students, SAT ELA Average","14 SAT: Asian Students, SAT Math Average","15 SAT: Asian Students, SAT Math Average","14 SAT/ACT: Asian Students, % Test-Taking","15 SAT/ACT: Asian Students, % Test-Taking","14 ACT: Pacific Islander Students, ACT Average","15 ACT: Pacific Islander Students, ACT Average","14 ACT: Pacific Islander Students, ACT Science Average","15 ACT: Pacific Islander Students, ACT Science Average","14 ACT: Pacific Islander Students, ACT ELA Average","15 ACT: Pacific Islander Students, ACT ELA Average","14 ACT: Pacific Islander Students, ACT Math Average","15 ACT: Pacific Islander Students, ACT Math Average","14 SAT/ACT: Pacific Islander Students, % Above Criterion","15 SAT/ACT: Pacific Islander Students, % Above Criterion","14 SAT: Pacific Islander Students, SAT Average","15 SAT: Pacific Islander Students, SAT Average","14 SAT: Pacific Islander Students, SAT ELA Average","15 SAT: Pacific Islander Students, SAT ELA Average","14 SAT: Pacific Islander Students, SAT Math Average","15 SAT: Pacific Islander Students, SAT Math Average","14 SAT/ACT: Pacific Islander Students, % Test-Taking","15 SAT/ACT: Pacific Islander Students, % Test-Taking","14 ACT: All Students, ACT Average","15 ACT: All Students, ACT Average","14 ACT: All Students, ACT Science Average","15 ACT: All Students, ACT Science Average","14 ACT: All Students, ACT ELA Average","15 ACT: All Students, ACT ELA Average","14 ACT: All Students, ACT Math Average","15 ACT: All Students, ACT Math Average","14 SAT/ACT: All Students, % Above Criterion","15 SAT/ACT: All Students, % Above Criterion","14 SAT: All Students, SAT Average","15 SAT: All Students, SAT Average","14 SAT: All Students, SAT ELA Average","15 SAT: All Students, SAT ELA Average","14 SAT: All Students, SAT Math Average","15 SAT: All Students, SAT Math Average","14 SAT/ACT: All Students, % Test-Taking","15 SAT/ACT: All Students, % Test-Taking","14 ACT: African American Students, ACT Average","15 ACT: African American Students, ACT Average","14 ACT: African American Students, ACT Science Average","15 ACT: African American Students, ACT Science Average","14 ACT: African American Students, ACT ELA Average","15 ACT: African American Students, ACT ELA Average","14 ACT: African American Students, ACT Math Average","15 ACT: African American Students, ACT Math Average","14 SAT/ACT: African American Students, % Above Criterion","15 SAT/ACT: African American Students, % Above Criterion","14 SAT: African American Students, SAT Average","15 SAT: African American Students, SAT Average","14 SAT: African American Students, SAT ELA Average","15 SAT: African American Students, SAT ELA Average","14 SAT: African American Students, SAT Math Average","15 SAT: African American Students, SAT Math Average","14 SAT/ACT: African American Students, % Test-Taking","15 SAT/ACT: African American Students, % Test-Taking","14 ACT: Econ Disadv Students, ACT Average","15 ACT: Econ Disadv Students, ACT Average","14 ACT: Econ Disadv Students, ACT Science Average","15 ACT: Econ Disadv Students, ACT Science Average","14 ACT: Econ Disadv Students, ACT ELA Average","15 ACT: Econ Disadv Students, ACT ELA Average","14 ACT: Econ Disadv Students, ACT Math Average","15 ACT: Econ Disadv Students, ACT Math Average","14 SAT/ACT: Econ Disadv Students, % Above Criterion","15 SAT/ACT: Econ Disadv Students, % Above Criterion","14 SAT: Econ Disadv Students, SAT Average","15 SAT: Econ Disadv Students, SAT Average","14 SAT: Econ Disadv Students, SAT ELA Average","15 SAT: Econ Disadv Students, SAT ELA Average","14 SAT: Econ Disadv Students, SAT Math Average","15 SAT: Econ Disadv Students, SAT Math Average","14 SAT/ACT: Econ Disadv Students, % Test-Taking","15 SAT/ACT: Econ Disadv Students, % Test-Taking","14 ACT: Female Students, ACT Average","15 ACT: Female Students, ACT Average","14 ACT: Female Students, ACT Science Average","15 ACT: Female Students, ACT Science Average","14 ACT: Female Students, ACT ELA Average","15 ACT: Female Students, ACT ELA Average","14 ACT: Female Students, ACT Math Average","15 ACT: Female Students, ACT Math Average","14 SAT/ACT: Female Students, % Above Criterion","15 SAT/ACT: Female Students, % Above Criterion","14 SAT: Female Students, SAT Average","15 SAT: Female Students, SAT Average","14 SAT: Female Students, SAT ELA Average","15 SAT: Female Students, SAT ELA Average","14 SAT: Female Students, SAT Math Average","15 SAT: Female Students, SAT Math Average","14 SAT/ACT: Female Students, % Test-Taking","15 SAT/ACT: Female Students, % Test-Taking","14 ACT: Hispanic Students, ACT Average","15 ACT: Hispanic Students, ACT Average","14 ACT: Hispanic Students, ACT Science Average","15 ACT: Hispanic Students, ACT Science Average","14 ACT: Hispanic Students, ACT ELA Average","15 ACT: Hispanic Students, ACT ELA Average","14 ACT: Hispanic Students, ACT Math Average","15 ACT: Hispanic Students, ACT Math Average","14 SAT/ACT: Hispanic Students, % Above Criterion","15 SAT/ACT: Hispanic Students, % Above Criterion","14 SAT: Hispanic Students, SAT Average","15 SAT: Hispanic Students, SAT Average","14 SAT: Hispanic Students, SAT ELA Average","15 SAT: Hispanic Students, SAT ELA Average","14 SAT: Hispanic Students, SAT Math Average","15 SAT: Hispanic Students, SAT Math Average","14 SAT/ACT: Hispanic Students, % Test-Taking","15 SAT/ACT: Hispanic Students, % Test-Taking","14 ACT: American Indian Students, ACT Average","15 ACT: American Indian Students, ACT Average","14 ACT: American Indian Students, ACT Science Average","15 ACT: American Indian Students, ACT Science Average","14 ACT: American Indian Students, ACT ELA Average","15 ACT: American Indian Students, ACT ELA Average","14 ACT: American Indian Students, ACT Math Average","15 ACT: American Indian Students, ACT Math Average","14 SAT/ACT: American Indian Students, % Above Criterion","15 SAT/ACT: American Indian Students, % Above Criterion","14 SAT: American Indian Students, SAT Average","15 SAT: American Indian Students, SAT Average","14 SAT: American Indian Students, SAT ELA Average","15 SAT: American Indian Students, SAT ELA Average","14 SAT: American Indian Students, SAT Math Average","15 SAT: American Indian Students, SAT Math Average","14 SAT/ACT: American Indian Students, % Test-Taking","15 SAT/ACT: American Indian Students, % Test-Taking","14 ACT: Male Students, ACT Average","15 ACT: Male Students, ACT Average","14 ACT: Male Students, ACT Science Average","15 ACT: Male Students, ACT Science Average","14 ACT: Male Students, ACT ELA Average","15 ACT: Male Students, ACT ELA Average","14 ACT: Male Students, ACT Math Average","15 ACT: Male Students, ACT Math Average","14 SAT/ACT: Male Students, % Above Criterion","15 SAT/ACT: Male Students, % Above Criterion","14 SAT: Male Students, SAT Average","15 SAT: Male Students, SAT Average","14 SAT: Male Students, SAT ELA Average","15 SAT: Male Students, SAT ELA Average","14 SAT: Male Students, SAT Math Average","15 SAT: Male Students, SAT Math Average","14 SAT/ACT: Male Students, % Test-Taking","15 SAT/ACT: Male Students, % Test-Taking","14 ACT: White Students, ACT Average","15 ACT: White Students, ACT Average","14 ACT: White Students, ACT Science Average","15 ACT: White Students, ACT Science Average","14 ACT: White Students, ACT ELA Average","15 ACT: White Students, ACT ELA Average","14 ACT: White Students, ACT Math Average","15 ACT: White Students, ACT Math Average","14 SAT/ACT: White Students, % Above Criterion","15 SAT/ACT: White Students, % Above Criterion","14 SAT: White Students, SAT Average","15 SAT: White Students, SAT Average","14 SAT: White Students, SAT ELA Average","15 SAT: White Students, SAT ELA Average","14 SAT: White Students, SAT Math Average","15 SAT: White Students, SAT Math Average","14 SAT/ACT: White Students, % Test-Taking","15 SAT/ACT: White Students, % Test-Taking"
'161914002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.4,17.0,18.0,17.5,16.5,16.6,17.8,17.1,12.6,7.9,1320,1217,873,803,446,413,53.7,47.3,15.6,15.9,16.1,16.4,14.7,15.5,16.3,15.8,1.6,0,1150,1141,765,750,385,391,55.5,48.7,16.5,16.7,17.1,17.3,15.4,16.2,17.2,16.8,4.7,5.1,1225,1195,810,785,414,411,50.7,44.7,17.6,16.9,17.8,16.7,17.1,17.0,17.8,16.6,10.3,6.8,1283,1207,856,801,426,405,55.7,56.8,16.8,18.0,17.5,18.6,15.7,17.5,17.5,18.2,5.2,11.7,1331,1228,877,806,454,422,45.0,43.2,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,17.1,17.1,18.1,18.4,16.0,16.2,17.8,17.6,14.8,9.8,1367,1234,895,807,472,427,51.9,36.7,20.6,18.3,21.4,18.6,20.1,18.3,20.6,18.3,38.9,19,1514,1391,1006,943,508,448,75.0,56.8
'161914003,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.6,18.6,18.1,19.0,16.7,17.6,18.6,19.9,3.6,6.8,1254,1247,832,814,422,433,34.9,37.6,16.9,17.8,17.3,18.7,16.0,16.5,18.6,19.1,8.6,0,1215,1191,810,781,404,411,45.5,52.8,17.4,18.8,18.0,18.8,16.6,18.0,18.2,20.0,4.3,5.7,1243,1244,826,814,417,430,35.1,37.0,18.2,17.7,18.4,18.1,17.6,16.6,19.3,18.6,1.8,7.1,1243,1258,828,830,414,428,35.6,40.0,18.1,19.1,18.7,19.2,17.3,18.3,18.7,20.2,1.4,7.1,1276,1255,845,818,431,437,32.3,32.7,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-2,.,17.0,19.9,17.9,20.1,15.8,18.9,17.8,21.7,5.5,6.5,1266,1236,837,797,429,439,34.2,35.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,20,-1,-1,-1,-1,-1,-1,20.8,31.3
